web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1582055073-92","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Lwstein","Gut, aber sehr kompliziert.","29. März 2019","Gut, aber sehr kompliziert.
Leider wenig intuitiv. Die vielen Möglichkeiten sind mit der Bedienungsanleitung nur sehr schwer nachvollziehbar.
Aber gute Tonqualität.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews"
"1582055153-351","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Holzheimer","Gutes Gerät","22. Juli 2019","Leider waren keine Akkus dabei! Allerdings sehr unkompliziert Nachlass erhalten!","4,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&reviewerType=all_reviews"
"1582055081-120","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Shaedo","perfekt","10. August 2017","wir haben diese Telefone geholt, da unsere alten nicht sauber mit der Fritzbox 7490 kommunizieren konnte, sprich, sie konnten nicht das Telefonbuch der Fritz nutzen.
Bei diesen Telefonen lässt sich das Telefonbuch gut nutzen.
Sprachverbindung, und Verbindung sind sehr gut. Akkulaufzeit sind mehrere Tage im Standby.
genau wie wir es haben wollten.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews"
"1582055187-431","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Peter Oelmaier","Gutes Preis-/Leistungsverhältnis","19. September 2019","Einfache Inbetriebnahme","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_44?ie=UTF8&pageNumber=44&reviewerType=all_reviews"
"1582055091-145","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","light jedi","OK, könnte noch besser sein","18. Januar 2020","Leider übernimmt nicht den Telefonbuch von Fritzbox, deswegen eine Sterne weg. Die preisgünstigen Panasonic schafft das.
Nach Internet suche habe ich ein Weg wie das zu machen : längere Drucken den Telefonbuch Zeichnen.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews"
"1582055061-52","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Dana Brunke","Einfach für 2 Nummern einzurichten","23. November 2018","Ich habe nach einer Lösung gesucht, um unser Gigaset c430a um zwei weitere Mobilteile mit separaten Rufnummern zu erweitern. Bin dabei auf diese Modelle gestoßen und überrascht, wie einfach die Installation war! Ich habe eine FritzBox 6360. Entgegen den Herstellerinfos aber bitte nicht die Mobilteile mit der Basisstation verbinden, sonst findet die Fritzbox diese nicht und man keine Rufnummern zuteilen. Also auspacken, Akkus rein, FritzBox Assistenten für Telefon auswählen und Anweisungen folgen. Klappt super!","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1582055061-60","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Tobias W.","Gutes Set","22. Juli 2019","Natürlich kann man das schlecht einschätzen, wenn man vorher ein über 10 Jahre altes Mobilteil der Telekom genutzt hat... da ist dann wirklich alles besser, was man irgendwo für Geld kaufen kann.
Anmeldung am Speedport problemlos, Funktionsumfang schon ordentlich und leer telefoniert habe ich das auch noch nicht... Standby-Zeit? Lange... kenn ich so nur noch vom Nokia 3210","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1582055205-459","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Gabriele","1a","13. Juli 2019","Sehr schnell","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_46?ie=UTF8&pageNumber=46&reviewerType=all_reviews"
"1582055064-61","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","M.","Unzufrieden","19. November 2018","Das Display wies beim Auspacken bereits einen Kratzer auf, was uns natürlich nicht gefiel. Eine Schutzfolie fehlte, welche laut Beschreibung eigentlich entfernt werden sollte, wir hatten das Gefühl ein gebrauchtes Teil in den Händen zu halten.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1582055129-272","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Anna Duck","Passt","6. Juni 2018","Hat alles und macht alles was man zum telefonieren braucht. Bin sehr zufrieden, wie immer mit Telefonen von Siemens. Passt","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews"
"1582055205-454","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Wolfgang Mumsen","Hoch Zufrieden","16. September 2019","Super....Idiotensicher, schnell betriebsberet","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_46?ie=UTF8&pageNumber=46&reviewerType=all_reviews"
"1582055157-368","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Werner Negele","Kompalität","24. November 2019","Das Telefon passt genau zur Fritzbox","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37&reviewerType=all_reviews"
"1582055109-210","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Heiko Holzmann","Gutes Dect Telefon","19. Oktober 2019","Mit der Fritzbox eingerichtet, super einfach.

Es sind sehr schöne Telefone.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews"
"1582055174-392","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Nadine S.","Gutes Telefon und kleines Geld","5. November 2019","Gutes Telefon, einfach in der Handhabung","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_40?ie=UTF8&pageNumber=40&reviewerType=all_reviews"
"1582055153-356","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Olympia 2000","Preis und Leistung finde ich Top","19. November 2019","Das Telefon ist wie beschrieben, einrichten und Handhabung sind einfach. Hervorragend finde ich die Kompatibilität mit der Fritz-Box (Telefonbuch) .","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&reviewerType=all_reviews"
"1582055064-67","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Günther Gonzales","Gutes Telefon Set, geeignet für Fritzbox 7590!","6. August 2019","Ich habe konkret nach zwei preisgünstigen DECT-Telefonen geschaut, welche sich auch problemlos mit der Fritzbox 7590 verbinden lassen. Die Gigaset-Modelle erfüllen diese Anforderungen problemlos. Etwas umständlich ist, dass in meinem Fall keine wiederaufladbaren AAA Batterien in dem Paket dabei lagen, sodass man diese noch zusätzlich erwerben muss. Davon abgesehen, ist die Tonqualität und Bedienbarkeit aber sehr intuitiv.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1582055147-331","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","wob2001","Gutes DECT Mobilteil (auch für Fritz Box)","7. März 2017","Gutes Preis- /Leistungsverhältnis.
Anschluss innerhalb von Sekunden, gutes Display und sogar ein paar nette Komfortfunktionen (Babyphone etc.)
Klang und Bedienung sind ok. Akku reicht für den Heimbetrieb. Telefonbuch von der Fritzbox kann genutzt werden.
Also alles wie es es soll;-)","4,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews"
"1582055161-371","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Klausi","Ein Telefon","12. Dezember 2018","... nicht mehr und nicht weniger. Funktioniert einwandfrei am Speedport Hybrid. Lässt sich einfach (ohne die Bediensungsanleitung zu lesen) einrichten und bedienen.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38&reviewerType=all_reviews"
"1582055071-86","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Jan Wichtmann","Hervorragend geeignet für Fritzbos 7390 und 7490","4. September 2016","Ich habe nach einem erfolgreichen Test sofort ein Gerät nachbestellt.
Die Akkus halten lange. Sind aber recht schnell aufgeladen.
Sprachqualität ist gut.
Die Tasten reagieren gut. Der Aufbau ist wie bei Siemens gewohnt, gut durchdacht.
Einen halben Stern würde ich vielleicht abziehen.
Die Dinger sind einfach zu leicht. Dadurch wirken sie nicht so wertig und liegen vielleicht ein Wenig zierlich in der Hand.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews"
"1582055157-364","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Harald Tittel","Einfach toll","4. Februar 2019","Ich habe das Mobilteil C570 HX als Zusatzgerät für das Gigaset C 570 bei Amazon bestellt und bin von dem Telefon wirklich sehr begeistert. Ich kann das Gerät wirklich sehr empfehlen. Es funktioniert perfekt, sieht außerdem gut aus.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37&reviewerType=all_reviews"
"1582055039-7","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Garth","An der Fritzbox unbrauchbar - Nicht kompatibel - Kein Zugriff auf Telefonbuch der Fritzbox","29. Juli 2019","Ich konnte es zunächst nicht glauben - Ich besitze 3 alte C430 Hörer welche an der Fritzbox problemlos funktionieren, inklusive Telefonbuch.
Das hier als ""Fritz kompatibel"" verkaufte C430HX kann das nicht !!! Es greift nicht auf das Telefonbuch der 7490 unter Fritz 7.xx zu.
Problem ist auch bekannt, (siehe Google ""C430HX - Telefonbuch) aber Abhilfe wohl seitens Gigaset nicht geplant und der ""Workaround"" mit Abschalten des Cat.iq 2.0  geht bei mir nicht.
Auch nicht mit neu anmelden, fritzbox resetten, 2h herumspielen inkl. Gigaset hotline....

Bei den alten D430 geht es problemlos, wer kommt da schon auf die Idee dass es die aktuelle Version C430HX plötzlich nicht mehr kann ? Auch wenn ich sie bekommen habe, , aber ohne Telefonbuch sind sie für mich völlig unbrauchbar.

Ich bin halt auch ziemlich entsetzt darüber wie Gigaset so etwas verkaufen kann. Die müssten sich doch im Klaren darüber sein dass ein erheblicher Teil von deren Hörern an Fritzboxen hängt. Selbst wenn ein solcher Fehler passiert, wäre die Erwartung dass sie schnellstens ein Update nachreichen, und kein ""tut uns leid""
Lt Hotline ist zwar das Problem bekannt, aber nicht ob ein Update dazu kommt. Warten und hoffen werde ich nicht, ich sende zurück.","1,0 von 5 Sternen","",""
"1582055178-410","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","UrsulaP","GigaSet","9. Februar 2020","Günstig & gut

Bin zufrieden","4,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_41?ie=UTF8&pageNumber=41&reviewerType=all_reviews"
"1582055191-450","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Willing","So weit alles gut","15. November 2019","Geht so","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&pageNumber=45&reviewerType=all_reviews"
"1582055091-143","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","has","Bin begeistert ...","19. August 2017","Das Telefon liegt gut in der Hand, ist einfach anzuschließen. Ich benutze die DECT Basis an meinem Router, inklusive den Anrufbeantworter auf dem Router. Beim Telefonieren mit Freunden fiel denen sogar auf, dass die Stimme klarer ankam und super zu verstehen war. Ich bin super zufrieden mit dieser Kaufentscheidung.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews"
"1582055143-326","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Helena Löw","Spitzen Preis für super Telefone","2. März 2019","Funktionieren an der neusten fritz Box super super einfach zum verbinden und sehen klasse aus toller klang","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews"
"1582055191-449","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Florian Weiß","Einfach, schnell und günstig","1. November 2018","Einfach zu installieren an der Fritzbox. Super Ton Qualität.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&pageNumber=45&reviewerType=all_reviews"
"1582055068-79","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","opapre","DOCH NICHT KOMPATIBEL MIT FRITZBOX !","15. Februar 2020","Ich wollte eigentlich einen vollwertigen Ersatz für das Fritzfon C5 , konnte aber nach der Installation weder das Telefonbuch noch die Bild-Dateien der Fritzbox übernehmen oder installieren , leider musste ich daher eine Rücksendung veranlassen .

opapre","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1582055114-224","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Kunde","TELEFON","6. Mai 2019","DER TON IST NICHT GUT","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews"
"1582055191-446","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Muro","Sehr gutes Telefon","26. Juni 2019","Sehr gutes Telefon, gute Sprachqualität, leicht zu installieren, einfache Bedienung","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&pageNumber=45&reviewerType=all_reviews"
"1582055165-382","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Kirchenstrasse","Gigaset C430HX schnurloses Telefon","4. September 2019","Retore","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39&reviewerType=all_reviews"
"1582055187-435","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Alfonso Torretta","sehr gute Handhabung!","14. Dezember 2019","Tonqualität, einfache Installation und einfache Handhabung. Aber das für mich wichtigste ist, dass es gut mit meiner Frtzbox komuniziert.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_44?ie=UTF8&pageNumber=44&reviewerType=all_reviews"
"1582055077-107","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","r.r.my","Gigaset C430HX Duo","7. Dezember 2018","Die beiden Schnurlostelefone C430HX habe ich als Ersatz für die an meiner Basisstation Gigaset DL500A angeschlossenen Handapparate SL78H ( = allergrößter Fehlkauf) gekauft und hoffe, dass diese länger funktionieren. Die beiden C430HX
waren jedenfalls problemlos anzumelden und können alles was sie sollen zu meiner absoluten Zufriedenheit.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews"
"1582055140-318","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Nordlicht","Klare Kaufempfehlung","13. November 2019","Sehr gute Verarbeitung, gute Funkverbindung, Rufnummerübertragung am IP-Anschluss funktioniert einwandfrei

Alles bestens!","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews"
"1582055153-358","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","woodyks","Spitze!","29. Dezember 2016","Gutes, solides Telefon mit allem, was man braucht.Sehr gute Übertragungsqualität und ideal als Hausanlage mit Zusatzgerät. Die Rufnimmernübertragung ist dabei ein super Komfort.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&reviewerType=all_reviews"
"1582055073-91","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Andre","Sound von dem Lautsprecher ist nicht das beste.","13. August 2019","Telefon ist eigentlich für den Preis ok. DECT Funktion ist ohne Probleme an FritzBox angeschlossen. Alle Funktionen sind ok, außer den Ton aus dem Lautsprecher. Es hört sich, wie im Blecheimer. Da waren die frühere Modelle von Gigaset besser.","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews"
"1582055071-83","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Falk Bernhardt","Also nach ca. 3-4 Monaten das erste Mobilteil defekt","25. Dezember 2019","Also nach ca. 3-4 Monaten das erste Mobilteil defekt, öfters beim annehmen des Gesprächs ist der Anrufer nicht zu hären,
und das Zweitgerät nach weiteren zwei Monaten das gleiche?? was ich nicht weis ob es an der Telek. liegt ??? sche.. IP ???","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gigaset-C430HX-Universal-Mobilteil-Basisstationen-schwarz-silber-schwarz/product-reviews/B01BI8HG5Y/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews"
