web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href,
"1582056632-2945","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Öffentlicher Name","Man muss das Mikro am Mund halten damit man mich hören kann","9. Mai 2019","Freies Sprechen ist nicht wirklich möglich, man muss das Mikro sehr eng am Munter halten.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&filterByStar=critical&pageNumber=21&reviewerType=all_reviews","null"
"1582056686-3148","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Xuelai Wang","Bad quality","25. Juni 2019","The right channel doesn't work after 3 month and the volume control unit breaks up too","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_41?ie=UTF8&filterByStar=critical&pageNumber=41&reviewerType=all_reviews","null"
"1582056641-2973","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Big_Nic","Ganz gut","25. Oktober 2018","Klar gibt auch bessere habe welche gesucht für das Flugzeug und dafür sind sie optimal","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&filterByStar=critical&pageNumber=24&reviewerType=all_reviews","null"
"1582056620-2901","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Lea Rahman","Stromschläge, schlechte Qualität","26. Januar 2020","Mich stört vor allem, dass ich von diesen Kopfhörern öfters kleine Stromschläge bekommen habe...insgesamt habe ich sie daher kaum benutzt. Auch die Tonqualität ist nicht gut. Für den Preis ist das natürlich zu erwarten, trotzdem war es für mich vollkommen verschwendetes Geld und unnötiger Elektroschrott...","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&filterByStar=critical&pageNumber=17&reviewerType=all_reviews","null"
"1582056638-2968","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Bianca","Nach 1 Monat gehen Sie nichtmehr","5. Dezember 2019","Hatte die Kopfhörer schon einmal gekauft, da haben sie 1 jahr gehalten was für dein preis in ordnung ist. Die neuen Kopfhörer haben jetzt leider keine 4 wochen gehalten.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&filterByStar=critical&pageNumber=23&reviewerType=all_reviews","null"
"1582056729-3277","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Dennis","Geht so","8. März 2019","Habe die Kopfhörer während der Arbeit benutzt und nach einiger Zeit ist an der Bedienung für Laut und leise die Ummantelung abgegangen, so das dort die blanken Kabel zu sehen waren. Für eine nicht große Belastung sind die Kopfhörer ok ansonsten die Finger davon lassen.","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_54?ie=UTF8&filterByStar=critical&pageNumber=54&reviewerType=all_reviews","null"
"1582056622-2919","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Amazon Kunde","Nach keinem halben Jahr kaputt.","12. Februar 2020","Die Kopfhörer für den Preis waren eigentlich recht gut, doch sie sind nach nichtmal einem halben Jahr kaputt gegangen, und ich habe Sie nur zuhause unter normalen Bedingungenen angehabt. Ich schätze mal dass es ein Kabelbruch ist. Sehr schade.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&filterByStar=critical&pageNumber=18&reviewerType=all_reviews","null"
"1582056669-3090","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","David Brandenburg","Finger weg","13. April 2019","Reusige Kopfhörer mit miserabler Soundqualität. Und dann auch nach 3 Monaten kaputt. Nie wieder.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&filterByStar=critical&pageNumber=35&reviewerType=all_reviews","null"
"1582056616-2893","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Antonia","Qualität","19. März 2019","Die Tonqualität ist, bzw. war wirklich super, nicht zu vergleichen mit billig Kopfhörern, jedoch war dagegen die Qualität der Kopfhörer nicht so dolle. Hatte zwei Stück vor 8 Monaten bestellt und beide sind nach etwa 4 Monaten schon defekt geworden.
Scheinbar hat man 12 Monate Garantie drauf, aber wüsste nicht wie ich Sie kontaktieren kann.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=critical&pageNumber=16&reviewerType=all_reviews","null"
"1582056629-2933","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Aimée Hanisch","Nach nichtmal einem Monat kaputt","20. August 2019","Vom Ton her ganz okay , da gibt es von Sony im gleichen preissegment aber definitiv bessere.
Absolut überzeugt hat mich die Optik und der preis. Beides bringt jedoch überhaupt nichts, wenn ein Kopfhörer schon nach nichtmal einem Monat Benutzung kaputt ist","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&filterByStar=critical&pageNumber=20&reviewerType=all_reviews","null"
"1582056717-3246","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Hauke Lindner","Stationär gut, in Bewegung für mich ungeeignet.","1. Mai 2019","Da ich normalerweise viele On-Ear und Over-Ear Kopfhörer benutze, hatte ich lange Zeit für ""dezentere"" Auftritte solche 7 Euro Samsung Dinger (vermutlich Plagiate) die komplett ""bassfrei"" waren.
Aufgrund der vielen positiven Bewertungen und des günstigen Preises habe ich diese Gritin Kopfhörer bestellt und war total überrascht, welchen Unterschied die gemacht haben.
Nach langer Zeit habe ich sie gestern mal wieder hergenommen und war erneut geflashed, wie fett die klingen (für den Preis!). Deshalb habe ich heute mal diese Bewertung geschrieben. Klangmäßig kann man da nichts falsch machen, finde ich.
Die Fernbedienung ist hingegen ""mager"". An/Aus. Das war's.
Eine Lautstärke Regelung wäre schön gewesen. In Kombination mit Doppelklick für vorherigen oder nächsten Titel noch besser.
So wie er ist, konzentriert er sich auf das Wesentliche: den Sound! Und der ist 10 Euro mehr als ok.
Ich würde ihn wieder kaufen.

Nachtrag: Ich muss die Lobdudelei etwas relativieren. Ja, für stationäre Anwendungen ist der Kopfhörer für den Preis voll ok. Jedoch nicht in Bewegung. Das ohnehin etwas sperrige Kabel überträgt jedes Geräusch durch Berührung an Körper oder Kleidung geradezu verstärkt auf die Ohren. Habe die Dinger beim Gehen nach zwei Minuten abgenommen, weil ich es zu störend empfand.","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_51?ie=UTF8&filterByStar=critical&pageNumber=51&reviewerType=all_reviews","null"
"1582056693-3165","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Amazon Kunde","Halbwertzeit ist eine Woche..","24. Januar 2020","Schlechter Klang, der sich nach zwei Wochen verabschiedet hatte...","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_43?ie=UTF8&filterByStar=critical&pageNumber=43&reviewerType=all_reviews","null"
"1582056695-3180","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","C. Christ","Nach 3 mal benutzen kaputt","12. Januar 2020","Nach genau 3-maliger Benutzung kaputt. Nichts geht mehr.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_44?ie=UTF8&filterByStar=critical&pageNumber=44&reviewerType=all_reviews","null"
"1582056671-3091","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Cihan Cataltepe","kaputt nach 4 tagen","30. April 2019","nach 4 tagen ist der kopfhörer schon kaputt.. eine seite (L) ist sehr sehr leise. nicht kaufen!","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&filterByStar=critical&pageNumber=36&reviewerType=all_reviews","null"
"1582056635-2953","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Sandra G.","Kleine Stromschläge","23. August 2019","Tolle Verpackung, tolles Zusatzbehör
ABER : die Kopfhörer knistern bei ERSTBENUTZUNG und man bekommt dabei jedesmal wie einen kleinen Stromschlag im Ohr. Das ist sehr unangenehm. Habe sie sofort zurück geschickt.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&filterByStar=critical&pageNumber=22&reviewerType=all_reviews","null"
"1582056610-2875","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Manni","Falscher Artikel","25. Januar 2020","Bedienelement sieht komplett anders aus. Die Zusammenführung der Kabel aus Metall fehlt komplett. Zu hören ist nur der Bass. Gehen umgehend zurück!","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=critical&pageNumber=14&reviewerType=all_reviews","null"
"1582056613-2885","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","MB","Gute Leistung und Qualität für den Preis","19. Mai 2019","Für den Preis ist die Qualität und der Klang gut. Insgesamt ist der Ton Recht Tiefen-lastig. Mit VLC und deren Equalizer auf dem Handy aber kein Problem.
Habe mir die Kopfhörer als ""Verbrauchsmaterial"" beim Renovieren gekauft. Bisher haben sie die Baustelle gut überlebt.","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=critical&pageNumber=15&reviewerType=all_reviews","null"
"1582056645-2991","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Christian","Nach 1 1/2 Monaten bereits defekt.","5. April 2019","Der rechte Kopfhörer gibt nach nicht mal einem Monat den Geist auf. Die Kopfhörer wurden ordentlich verwendet und auf Kabelbrüche oder ähnlichem geachtet. Nach einem Monat sollte das nicht passieren, schade.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&filterByStar=critical&pageNumber=26&reviewerType=all_reviews","null"
"1582056671-3092","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","hadi.emami","Naja","25. Mai 2019","Nein nein nein .... Ich kann nur 15 minuten ohne probleme musik hören und danach verringert sich automatisch die lautstärke ..","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&filterByStar=critical&pageNumber=36&reviewerType=all_reviews","null"
"1582056652-3024","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Amazon Kunde","1 Monat schlechter Sound","22. August 2018","Der Bass kommt nicht ganz durch und die Kopfhörer sind schon nach einem Monat defekt","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&filterByStar=critical&pageNumber=29&reviewerType=all_reviews","null"
"1582056714-3236","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","judge","Ordentliche Kopfhörer mit Fernbedienung, aber nicht für die Lautstärke","30. Juli 2018","Die Kopfhörer machen einen ordentlichen Eindruck, insbesondere sitzen sie gut. Das Kabel ist zusätzlich mit Plastik umhüllt, was wohl die Haltbarkeit steigert.
Der Hersteller gibt ""lebenslange Garantie"" - wobei ich nicht weiß auf wessen Leben er abstellt - auf das eines Pensionärs oder eines Jungsters.
Der Fernbedienungsknopf regelt prima Start / Stopp, nächstes Lied, vorheriges Lied.
NUR: Die Lautstärke kann man damit nicht einstellen, Das ist für mich ein KO-Kriterium. Man hat doch keine Fernbedienung, wenn man damit nicht die Lautstärke so regeln kann, wie man sie gerade benötigt.
UND: Keinerlei Bedienungsanleitung beiliegend. Entweder man weiß, wie solche Fernbedienungen funktionieren oder man wird damit alleine gelassen. Auch hätte ich mir einen deutlichen Hinweis gewünscht, dass die Fernbedienung nicht die Lautstärke mit regelt.
Also:  Die Kopfhörer gehen sofort retour.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_50?ie=UTF8&filterByStar=critical&pageNumber=50&reviewerType=all_reviews","null"
"1582056613-2888","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Kopfhörer","Schon den zweiten, wo nach kurzer Zeit ein Kanal ausfällt","13. Mai 2019","Sound und alles eigentlich gut, aber trotz vorsichtiger Behandlung ist es schon der zweite, wo nun nach kurzer Zeit ein Kanal ausfällt. Äusserlich ist nichts zu sehen.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=critical&pageNumber=15&reviewerType=all_reviews","null"
"1582056582-2777","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Sotiris","Keine Kaufempfehlung!!!","3. März 2019","Gefallen:Die Ton Qualität war in Ordnung allerdings Leute die besseres gewöhnt sind werden sich erst einmal gewöhnen müssen ein gutes ohr merkt sofort den Unterschied
Nicht Gefallen:Haltbarkeit nach einer Woche Nutzung ist das rechte ohrstück defekt was sehr schade ist naja für den Preis brauch man nicht viel zu erwarten.. dazu kommt noch das die mega unbequem sind entweder wenn die fest sitzen Schmerzen die Ohren da die Dinger komplett drinn stecken wenn man sie allerdings angenehm sitzen lässt stehen sie halb draussen.. nach 2 min joggen z.b. raus... also definitiv ein griff ins Klo.. Keine Kaufempfehlung !!","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=critical&pageNumber=4&reviewerType=all_reviews","null"
"1582056723-3265","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","B.A.H.","Gute Kopfhörer, Qualität ist okay","31. März 2019","Die Kopfhörer sind für den Preis völlig okay. Allerdings stehen die Kopfhörer sehr weit aus den Ohren raus - man kann sich also nirgends anlehnen, weil es die Kopfhörer dann extrem fest in die Ohren drückt - Aua! Die Tonqualität ist für den Preis völlig ausreichend!","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_53?ie=UTF8&filterByStar=critical&pageNumber=53&reviewerType=all_reviews","null"
"1582056598-2840","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Fabian","Unseriös. Anbieter antwortet nicht!","14. Februar 2020","Die Kopfhörer wurden in einem normalen Haushalt für die Play Station 4 verwendet.  Tonqualität für den Preis ok. Nach 3 Monaten sind von jetzt auf gleich die Kopfhörer kaputt gegangen. Leider ist dies auch ein KO Kriterium.  Anbieter antwortet nicht auf Reklamation! Unseriös!","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=critical&pageNumber=10&reviewerType=all_reviews","null"
"1582056704-3203","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Jakob","euer ernst?","26. September 2018","war nit gut","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_47?ie=UTF8&filterByStar=critical&pageNumber=47&reviewerType=all_reviews","null"
"1582056782-3332","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Irene","nicht kaufen! Nach kurzer Zeit defekt - keine Antwort bzgl. Ersatz oder Garantie","3. Dezember 2018","war vom Klang sehr begeistert, zahlt sich unterm Strich aber nicht aus. :(","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_60?ie=UTF8&filterByStar=critical&pageNumber=60&reviewerType=all_reviews","null"
"1582056738-3282","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Taleb","Nach nur 5 Monaten defekt!!!","22. April 2019","Die Tonqualität ist in Ordnung und die Kopfhörer sitzen auch gut.

Der rechte Hörer geht schon nach knappen 5 Monaten nicht mehr. Der ""multifunktionaler"" Knopf, welchse am Kabel ist, ist auch abgefallen. Dabei bin ich mit den Kopfhörern ganz vorsichtig umgegangen.

Kann ich keinem weiterempfehlen.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_55?ie=UTF8&filterByStar=critical&pageNumber=55&reviewerType=all_reviews","null"
"1582056676-3115","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Ann-Kathrin","Auch für den Preis sehr enttäuschend","14. August 2019","Leider funktioniert nach knapp 2 1/2 Monaten nur noch der rechte Ohrstöpsel. Aus dem linken kommt kein Ton mehr","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&filterByStar=critical&pageNumber=38&reviewerType=all_reviews","null"
"1582056641-2974","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","Amazon Kunde","Lasst die Finger davon","26. August 2019","Geht sofort kaputt. Immer die linke Seite. Hab leider zwei aufeinmal gekauft als Reserve und beidemale nach kurzer Zeit Schrott!","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&filterByStar=critical&pageNumber=24&reviewerType=all_reviews","null"
"1582056791-3342","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1","jazz-lover","Durchnittlicher Klang","12. Juli 2018","Klanglich kann ich 50 von 100 Punkten geben. Sie klingen ganz ordentlich, aber für etwa das gleiche Geld habe ich In-Ears gefunden, denen ich 90 und 95 Punkte gebe:

Liam & Daan ... Modell: Metro
Anker ... Modell: Soundbuds Verve","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Gritin-Kopfh%C3%B6rer-Metallisches-Ohrst%C3%B6pseln-Smartphones/product-reviews/B07BWHHBST/ref=cm_cr_arp_d_paging_btm_61?ie=UTF8&filterByStar=critical&pageNumber=61&reviewerType=all_reviews","null"
