web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1582056474-2736","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Timon Seidel","sehr gutes Sportshirt","11. November 2019","habe es schon etwas länger und nutze es heute immernoch.
Wenn ihr am überlegen ob kleinere oder größere Größe empfehle ich euch die größere.
Ansonsten gibt es wenig zu sagen, ihr bekmmt für euren Preis ein sehr gutes Stück stoff.
Einen Faden hatte ich bisher, aber irgendwo muss er ja enden. :D
also von  mir 100% überzeugt und KAUFEMPFEHLUNG","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1582056448-2697","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Klaus Richter","Schickes Sporttrikot","28. Juni 2019","Prompt geliefert wie in XL und blau bestellt. Schon einmal nachbestellt. Leichtes, schmal und lang geschnittenes T-Shirt in 100 % Polyester mit gesticktem Nike-Logo, das beinahe täglich in der Freizeit (besonders an heißen Tagen) zum Einsatz kommt. Fix gewaschen und getrocknet, somit schnell wieder einsatzbereit! - Gefällt und wird weiterempfohlen!","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1582056440-2665","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Christian Weixelbraun","stinkende gebrauchte Ware bekommen","25. Januar 2019","Das Shirt ist grundsätzlich vom Schnitt, der Farbe und dem Stoff wie erwartet.
gekauft wurde das Shirt als NEU- geliefert als BENUTZT

Als ich die Verpackung öffnete kam mir ein derart schrecklicher Schweissgeruch entgegen, dass  man sich am beste übergeben hätte!!! Das Shirt wurde mind 1x beim Training oder der gleichen getragen! es waren auch keine Etiketten an der Ware angebracht. die Verpackung musste ich sofort entsorgen, da sich der stechende Geruch sofort in der ganzen Wohnung verbreitete...","1,0 von 5 Sternen","",""
"1582056448-2700","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Kamillo","Sehr gute Passgenauigkeit und Qualität","10. September 2018","Benutze die Shirts fürs Fitnesstraining.
Trage normal L und hier passt L auch super (etwas leger).
Wer es gerne enger mag, sollte eine Nummer kleiner nehmen (Arjen Robben Style).
Ansonsten wasche ich die Shirts nach jedem Sport per Hand mit Seife und Wasser aus.
Trocknen sehr schnell.
Kein chemischer Geruch und super Qualität. Habe mir direkt 2 weitere Farben bestellt.
Anstandslos zu empfehlen.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1582056451-2709","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Gregor","Super","6. Dezember 2019","Bin begeistert, für diesen Preis  bin ich mehr als Befriedigt. Und ganz ehrlich, besser sowas als den Schrott von h&m usw. Es pass, kratzt nicht, und fühlt sich angenehm.  Wie es nach paar Wochen aussieht, ist mir egal. Hab mir die Shirts für den. Preis einer Schachtel Zigaretten gekauft, Top","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1582056442-2679","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Oliver","Tolles Einwegshirt :-(","11. Juli 2019","Sitzt perfekt und der Stoff ist extrem angenehm auf der Haut. Wer sich es leisten kann liegt hier genau richtig. Das erste Shirt war nach dem ersten Tragen leider kaputt da es eine Laufmasche gezogen hat ohne sonderliche Beanspruchung. Ersatzlieferung ist jetzt auch schon nach dem ersten Tragen kaputt. Es kommen an mehreren Stellen Fasern raus. Sehr schade- Für Nike eine wirklich unterirdische Qualität. Ich rate vom Kauf dieses Shirts ab da man es nur ein mal tragen kann","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1582056474-2737","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Lindner","Wirkt nicht wertig","11. Januar 2020","Der Nike Schriftzug an der Brust wirkt nicht wenig. Ist irgendwie dick und unflexibel.
Das Shirt ist meiner Meinung nach vom Stoff zu dick.
Würde ich nicht noch einmal kaufen, auch wenn ich fast nur Nike Sport Shirts trage.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1582056474-2735","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Attila Kun","Kopie","29. Dezember 2019","Ich habe eine grüne bestellten.,schwarze angekommen.
Nike  Haken steht anders Rum als Original.
Es war als eine tranings t shirt bestellt dafür es passt ,aber es ist eine schlechte Kopie von Original........","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1582056442-2671","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Alex","Super Qualität, nutzbar für viele Sportarten!","9. Mai 2019","Sehr gutes Sport-Shirt was für unterschiedlichste Anwendungen getragen werden kann. Das Material trocknet, wie versprochen, sehr schnell. Der Schnitt ist sportlich, es liegt gut eng an, hat aber ein klein wenig Überlänge so dass der untere Rücken nicht freiliegen kann. Der Kragen hat einen interessanten, V-förmig-ähnlichen Ausschnitt wobei ich mir das ein klein wenig weiter vorstellen könnte. Ich konnte das weisse Shirt problemlos mit andersfarbigen Kleidungsstücken bei 40 Grad waschen ohne dass was verfärbt. Ist halt keine Baumwolle. Ich habe mittlerweile das zweite gekauft und bin immer noch zufrieden. Das NIKE-Logo ist gestickt, somit ist sichergestellt dass es kein ""abwaschen"" oder ähnliches gibt. Super! Ich bin 1,86 und habe Oberkörper-trainierte 91kg.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1582056474-2733","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Farus","Sehr cooles Shirt","30. Dezember 2019","Hier wird für wenig Geld ein Markenshirt angeboten, das den Namen auch verdient. Zum Einsatz kommt es beim Hallensport und es hält den Schweiß sehr gut vom Körper weg. Auch die Passform ist ideal.

Gerne wieder","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1582056442-2674","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Nautycaa","TOP","22. Februar 2018","Sitzt gut, kratzt nicht am Körper, hält warm und transportiert den Schweiß, wie beschrieben nach außen. Nutze das Hemd im manchmal doch etwas kühlen FitnessStudio und bin begeistert. Toller Preis noch dazu! Größe mit L war auch perfekt passend. Nachteil bei Ärmelhemden bleibt jedoch bestehen. Bei Übungen wie der Schulterpresse ziehen die Ärmel das ganze Hemd mit nach oben und der Bauch liegt teils frei. Aber das ist keinen Abzug der Sterne wert.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1582056454-2720","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Gerald","Super Shirt zu einem super Preis","23. November 2017","Normalerweise vermeide ich die teuren Nike Produkte. Dieser Shirt war bei amazon aber echt ein Schnäppchen. 17 Euro für ein Nike Shirt sind echt super. Die Größe war entsprechend. Die Farbe des Stoffes ist sehr schön und das Material sehr angenehm.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1582056445-2690","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","AmazonKunde","Top Qualität","26. November 2019","Natürlich schwitzt man auch mit so einem Shirt, jedoch kann der Schweiß hier sehr gut verdunsten was das komplette Training viel angenehmer macht (verwende die Shirts für Kraft und Lauftrainings).
Das Material kratzt nicht, ist leicht und angenehm zu tragen.

Ich trage Größe M bei einer Körpergröße von 184cm und einem Gewicht von 75kg.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1582056451-2703","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Frodo zog aus","Nike eben","4. April 2018","Hier kann man gar nichts falsch machen. Passform top , trocknet sehr schnell
Trägt sich sehr bequem.Für Fittness bestens geeignet und auch einfach so als
T Shirt. Die Farbe ist etwas dunkler als hier angegeben , sieht meiner Meinung
nach noch besser aus.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1582056457-2726","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Tim","Entspricht nicht der Beschreibung !","11. September 2018","Ich habe ein dunkelrotes Sportshirt bestellen wollen und nachdem ich bezahlt hatte wurde mir angezeigt, ich hätte ein hellrotes gekauft. Zwei Tage später kam auch ein knallrotes T-Shirt hier an...Frechheit, dass sich das nach der Bestellung geändert hat, ob dass ein Systemfehler ist oder nicht, ganz egal...nicht zu empfehlen...","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1582056440-2667","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Dirk H.","Sehr angenehm aber Stoff nicht sehr widerstandfähig","3. Juni 2018","Das Shirt passt wie erwartet und trägt sich sehr angenehm.
Allerdings gibt es auch was negatives! Ok, bei dem Preis werden einige sagen: was erwartet man?
Aber wie auf dem Bild zu sehen ist nach einmaligem tragen schon der Stoff angerauht/gescheuert.
Dies ist bei einem 10km Nordic Walking Lauf ""passiert"" und das ist für die Marke eigentlich ungewöhlich!","2,0 von 5 Sternen","",""
"1582056442-2673","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","""Kürsi""","Tolles Produkt!","3. April 2019","Das T-Shirt von Nike kann ich ruhigen Gewissens weiterempfehlen. Ich trage das Shirt ausschließlich nur zum Sport und muss sagen, dass es einen sehr angenehmen Tragekomfort hat. Es kratzt und zwickt auch nicht. Der Schnitt ist auch nicht zu eng, so dass man das Shirt beim Training kaum auf der Haut bemerkt. Auch nach mehrmaligem Waschen behält es seine Farbe und Form bei. Daher bekommt das Shirt von mir auch 5 Sterne.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1582056442-2680","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","D.D","Super schön","28. Juni 2017","Hab es fuer meinen Bruder (1.80 m groß, muskulöse Schultern, schlank) in Gr L bestellt und es passt perfekt! Recht schmal geschnitten, dafür etwas länger, was beim Training ganz gut ist. Sehr schönes, dunkles Rot, auf dem Schweißflecken aber dennoch nicht groß u lang sichtbar sind, da es echt schnell trocknet.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1582056474-2732","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Mohamad Baqi Zaidan","es sollte besser sein","26. August 2019","Das Material ist nicht so hochwertig und geht schneller kaputt als gedacht. Sie passt vom Schnitt her eig ganz gut. Es gibt besseres für denselben Preis denk ich.","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1582056474-2738","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","breiteschulter","Bei dem Preis macht Ihr nichts falsch!","16. Oktober 2018","Ich habe mir das Kurzarm Trikot für das Fitnessstudio gekauft und bin absolut begeistert. Bei dem Preis bekommt man eine sehr gute Leistung! Das NIKE Emblem ist übrigens gestickt und somit viel länger waschfest, was bei Sportbekleidung für mich von absoluter Bedeutung ist!","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1582056445-2684","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","GC-1","Gut 👍","2. September 2017","Gute Qualität angenehm zu tragen.
Bin 183, 75kg und die Größe L paßt super.
Habe das Shirt in ""Schwarz"" und ""Weiß"" bestellt und habe auch festgestellt, daß ""Schwarz"" einen Tick größer und am Hals etwas weiter ausgeschnitten ist.
Für mich ⭐️⭐️⭐️⭐️⭐️","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1582056448-2698","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Alexander","Abweichende Qualität","17. Januar 2020","An sich hat mir dieses T-Shirt gut gefallen. Schöner Stoff, gute Passform, leicht und angenehm zu tragen. Es dehnt sich und engt beim Sport nicht ein. Auch trocknett es recht schnell und riecht nach dem Training nicht unangenehm. Was noch sehr positiv ist das es etwas länger geschnitten ist, und somit wird z.B. bei Klimmzügen der Bauch nicht entblößt.
Somit beschloss ich ein Monat später noch eins davon zu kaufen. Dieser wurde aber in einem anderen Land hergestellt worden und sitz ganz anders. Ich würde sagen es fällt sogar eine Nummer kleiner aus. Es gehört bei diesem kauf auch ein bisschen Glück dazu, daher nur 3 Sterne.","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1582056448-2691","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Rezensinat0r","Passt!","3. August 2018","Ich bin 1,90 m und trage Größe M, welche mir perfekt passt. Es ""schlabbert"" nicht lose herum, liegt aber auch nicht hauteng an. Dadurch trägt es sich beim Sport (ich trage es zum Laufen) sehr angenehm und stört in keinster Weise. Außerdem schwitzt man (gefühlt) nicht so schnell/viel wie bei einem normalen Baumwoll T-Shirt und es trocknet auch deutlich schneller.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1582056448-2692","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Robin Schaefer","Schönes Shirt, jedoch keine so schöne Langzeitqualität","29. November 2019","Das T-Shirt sieht wirklich super aus, sitzt auch klasse, jedoch muss man echt aufpassen, wenn es darum geht, Flecken rauszukriegen.
Wo ich mit billiger Gallseife aus einer Weißen Wolljacke mühelos Weinflecken entfernen kann, ist es schlichtweg unmöglich auch nur leichte Flecken oder Verfärbungen aus diesem Material zu entfernen.
Außerdem zieht es Fäden an den Nähten, wie auch auf normaler Fläche. Und da der Stoff sehr durchlässig ist, ist es auch eher als Trainingsshirt zu nutzen.","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1582056457-2723","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Yogi","Nike halt","15. April 2018","Während bei adidas die Größen perfekt angeordnet sind (in der Regel bei mir immer ne halbe Nummer Größer ausfallen)
Sind bei Nike die Größen schon mal etwas mit vorsicht zu geniessen.
Sporthosen in fallen schon mal zu groß aus, das Shirt jedoch passt pefekt.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1582056448-2699","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Prime Minister","Sitzt wie ein Traum!","17. Oktober 2019","Habe das Shirt in Größe L bestellt (95Kg 185cm) und es sitzt wirklich hervorragend. Lang genug, um es bei Bedarf in die Hose zu stecken, jedoch nicht zu lang, wenn man dies nicht möchte. Schön Figurbetont an Armen (44cm) und Brust (112cm), genau wie man es im Gym gerne hat ;-).
Material ist angenehm auf der Haut und Transportiert die Feuchtigkeit bei Sport nach außen.
Klare Kaufempfehlung.","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1582056445-2682","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Thomas K.","Enttäuschende Passform, kein Produkt für Menschen mit breiten Schultern","5. Januar 2020","Bei 1.75, 73kg sollte Größe L eigentlich perfekt passen.

Leider ist das Shirt auf Slim Fit und schmalgebaute Menschen ausgelegt.
An den Armen und Schultern kann man sich kaum bewegen.
Die Länge passt allerdings zur L Größe.

Lieber eine Nummer Größer bestellen.

Bemerkenswert ist leider auch der Geruch.
Wer hier vom Namen her auch direkt Qualität erwartet, wird teilweise enttäuscht werden.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1582056445-2687","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Dirko","Stinkt, Finger weg. Fälschung?","1. Juni 2019","Naja. Erinnert mich an die Sport-Shirts aus den 90ern. Eine Stunde tragen und es stinkt.
Auch gewaschen riecht es wie die Shirts früher.
Kaufe ich nicht wieder. Vielleicht ist es ein Plagiat? Keine Ahnung. Finger weg.
Auch für 13€ viel zu teuer.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1582056454-2711","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Cagkan Cörek","So eine Verarsche","28. Mai 2018","Das ist doch gefälschte Ware
Dri Fit steht auch nirgends am Trikot
Geliefert in Billige Plastiktüte
Ich schicke es zurück","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1582056442-2678","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Alexander Erdmenger","Preis-Leistung Top","28. September 2018","Hier muss man nicht viel schreiben. für 10 € ein Trikot.
Für mich als Gelegenheitssportler (Skaten, Fußball, Rad) ist das Trikot vollkommen ausreichend und und zufriedenstellend. Klar merkt man den Unterschied zwischen diesem und einem deutlich teurerem Trikot, aber wie Geschrieben, für gelegentliche Einsatzzwecke meiner Meinung nach vollkommend ausreichend.
Es gab auch keinen ""Chemiegeruch"" beim auspacken oder tragen. 5 Sterne","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1582056440-2670","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","berliner1967","Gefällt mir sehr","28. Juli 2019","Ich habe dieses Trikot für mich und zwei weitere Freunde gekauft, damit wir beim Fußballtraining die gleichen Trikots an haben. Optisch sind sie sehr schön und auch die Qualität ist gut. Die Passform ist für mich super passend. Alles sitzt wie und wo es soll. Der Stoff ist weich und angenehm zu tragen. Zur Zeit habe ich insgesamt sieben dieser Trikots bestellt, da die anderen Fußballer im Team auch zum Training die gleichen Trikots haben wollen. Volle Punktzahl, weil es mich total zufriedenstellt.","5,0 von 5 Sternen","",""
"1582056445-2681","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Collis","Tolles Shirt für Training","12. April 2019","Ich hab nach einem T-Shirt für das Fitnessstudio gesucht und bin mit diesem fündig geworden. Es hat einen extrem angenehmen Tragekomfort und fühlt sich auch nicht irgendwie ""künstlich"" auf der Haut an (wie es bei günstigen Sport-Shirts ab und an der Fall ist). Preis-/Leistung auf jeden Fall top! Achtung bei der Farbwahl, einige Farben scheinen im Shop wesentlich heller, als sie dann in echt sind - z.B. ist das dunkelblaue (auf dem Foto eher kräftiges dunkles blau) als fast schwarzes bei mir angekommen","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1582056457-2727","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Marvin","Super Sportshirt","4. März 2018","klasse Sportshirt zum Schwitzen, sieht gut aus, die Farbe ist genauso wie abgebildet und der Artikel war super schnell da, klasse Preis/Leistung und vorallem: es passt, keine Nähte oder Schilder die stören, vielleicht hole ich mir die noch in anderen Farben zum Wechseln, aktuell habe ich 2","5,0 von 5 Sternen","Weiter→","https://www.amazon.de/NIKE-Herren-Kurzarm-Trikot-Park/product-reviews/B01HI0R8VS/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
